dataset,metric,n_configs,kendall_w,rank_flip_rate,top1_flip_freq,p_wrong_single_run,true_best
diabetes,ks_marginal,7,0.5428571428571428,0.8095238095238095,0.14285714285714285,0.7529411764705882,tvae
diabetes,tvd_categorical,7,0.2653061224489796,0.6666666666666666,0.2857142857142857,0.4117647058823529,great
diabetes,corr_diff,7,0.673469387755102,0.7619047619047619,0.0,0.5882352941176471,tvae
diabetes,c2st_auc,7,0.6979591836734694,0.7142857142857143,0.42857142857142855,0.25882352941176473,icl
diabetes,tstr,7,1.0,0.0,0.0,0.6,tvae
